hidden_dim,num_blocks,dropout,lr,batch_size,epochs,accuracy,f1_score
32.0,3.0,0.2,0.0005,16.0,50.0,0.6,0.6166666666666666
32.0,7.0,0.0,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,3.0,0.3,0.0005,32.0,25.0,0.6,0.6166666666666666
128.0,7.0,0.1,0.001,32.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.2,0.005,32.0,100.0,0.6,0.6166666666666666
128.0,7.0,0.2,0.005,32.0,100.0,0.6,0.6166666666666666
128.0,1.0,0.1,0.01,16.0,100.0,0.6,0.6166666666666666
256.0,3.0,0.0,0.01,16.0,100.0,0.6,0.6166666666666666
256.0,3.0,0.2,0.0005,32.0,25.0,0.6,0.6166666666666666
32.0,1.0,0.3,0.01,8.0,25.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.0005,16.0,25.0,0.6,0.6166666666666666
32.0,5.0,0.3,0.01,8.0,25.0,0.6,0.6166666666666666
64.0,5.0,0.2,0.01,32.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.01,8.0,25.0,0.6,0.6166666666666666
128.0,3.0,0.2,0.0005,32.0,25.0,0.6,0.6166666666666666
64.0,7.0,0.3,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,5.0,0.0,0.01,16.0,100.0,0.6,0.6166666666666666
128.0,1.0,0.2,0.0005,32.0,25.0,0.6,0.6166666666666666
128.0,5.0,0.3,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,7.0,0.0,0.01,16.0,100.0,0.6,0.6166666666666666
128.0,1.0,0.2,0.01,32.0,50.0,0.6,0.6166666666666666
128.0,3.0,0.2,0.01,32.0,50.0,0.6,0.6166666666666666
32.0,1.0,0.1,0.01,16.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.1,0.01,16.0,100.0,0.6,0.6166666666666666
32.0,5.0,0.2,0.0005,32.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.0005,32.0,25.0,0.6,0.6166666666666666
64.0,3.0,0.1,0.01,16.0,100.0,0.6,0.6166666666666666
64.0,5.0,0.1,0.01,16.0,100.0,0.6,0.6166666666666666
128.0,5.0,0.2,0.01,8.0,25.0,0.6,0.6166666666666666
128.0,1.0,0.2,0.01,8.0,25.0,0.6,0.6166666666666666
128.0,1.0,0.0,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,3.0,0.2,0.005,32.0,100.0,0.6,0.6166666666666666
128.0,5.0,0.3,0.0005,32.0,25.0,0.6,0.6166666666666666
128.0,5.0,0.0,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,5.0,0.1,0.0005,16.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,3.0,0.1,0.0005,16.0,25.0,0.6,0.6166666666666666
32.0,1.0,0.1,0.01,8.0,25.0,0.6,0.6166666666666666
128.0,7.0,0.1,0.0005,16.0,25.0,0.6,0.6166666666666666
32.0,3.0,0.1,0.01,8.0,25.0,0.6,0.6166666666666666
64.0,7.0,0.0,0.01,16.0,100.0,0.6,0.6166666666666666
32.0,7.0,0.1,0.01,8.0,25.0,0.6,0.6166666666666666
128.0,1.0,0.0,0.01,16.0,100.0,0.6,0.6166666666666666
128.0,3.0,0.0,0.01,16.0,100.0,0.6,0.6166666666666666
64.0,5.0,0.1,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,5.0,0.2,0.005,32.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.2,0.01,32.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.0005,32.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,3.0,0.1,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,7.0,0.1,0.01,8.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.01,16.0,100.0,0.6,0.6166666666666666
32.0,7.0,0.3,0.0005,32.0,25.0,0.6,0.6166666666666666
128.0,3.0,0.1,0.01,16.0,100.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.01,8.0,25.0,0.6,0.6166666666666666
64.0,3.0,0.3,0.001,8.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.001,32.0,25.0,0.6,0.6166666666666666
64.0,7.0,0.2,0.005,32.0,100.0,0.6,0.6166666666666666
256.0,5.0,0.0,0.0005,8.0,25.0,0.6,0.6166666666666666
128.0,1.0,0.2,0.005,32.0,25.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.005,32.0,25.0,0.6,0.6166666666666666
64.0,3.0,0.1,0.0005,8.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.01,16.0,25.0,0.6,0.6166666666666666
32.0,7.0,0.2,0.005,32.0,25.0,0.6,0.6166666666666666
32.0,3.0,0.2,0.005,32.0,25.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.0005,8.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.1,0.005,32.0,100.0,0.6,0.6166666666666666
32.0,5.0,0.1,0.0005,8.0,100.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.0005,8.0,25.0,0.6,0.6166666666666666
128.0,1.0,0.3,0.005,32.0,100.0,0.6,0.6166666666666666
256.0,5.0,0.2,0.005,32.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.1,0.0005,8.0,25.0,0.6,0.6166666666666666
32.0,1.0,0.1,0.0005,8.0,100.0,0.6,0.6166666666666666
128.0,1.0,0.1,0.005,32.0,25.0,0.6,0.6166666666666666
64.0,3.0,0.3,0.005,32.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.0,0.0005,8.0,100.0,0.6,0.6166666666666666
64.0,3.0,0.2,0.0005,8.0,25.0,0.6,0.6166666666666666
64.0,5.0,0.2,0.0005,8.0,25.0,0.6,0.6166666666666666
128.0,5.0,0.3,0.005,32.0,50.0,0.6,0.6166666666666666
32.0,5.0,0.2,0.01,16.0,100.0,0.6,0.6166666666666666
256.0,3.0,0.0,0.005,32.0,25.0,0.6,0.6166666666666666
128.0,5.0,0.0,0.001,16.0,25.0,0.6,0.6166666666666666
64.0,5.0,0.2,0.005,32.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.005,32.0,25.0,0.6,0.6166666666666666
32.0,7.0,0.3,0.01,16.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.0005,8.0,25.0,0.6,0.6166666666666666
128.0,3.0,0.0,0.005,32.0,50.0,0.6,0.6166666666666666
256.0,5.0,0.3,0.005,32.0,100.0,0.6,0.6166666666666666
128.0,3.0,0.0,0.01,32.0,25.0,0.6,0.6166666666666666
128.0,5.0,0.2,0.01,16.0,100.0,0.6,0.6166666666666666
256.0,3.0,0.3,0.005,32.0,100.0,0.6,0.6166666666666666
64.0,5.0,0.2,0.01,16.0,25.0,0.6,0.6166666666666666
64.0,7.0,0.0,0.01,32.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.3,0.005,32.0,100.0,0.6,0.6166666666666666
256.0,7.0,0.1,0.005,32.0,100.0,0.6,0.6166666666666666
32.0,7.0,0.2,0.0005,8.0,100.0,0.6,0.6166666666666666
64.0,7.0,0.1,0.005,32.0,50.0,0.6,0.6166666666666666
32.0,5.0,0.0,0.0005,8.0,25.0,0.6,0.6166666666666666
128.0,1.0,0.2,0.01,16.0,100.0,0.6,0.6166666666666666
32.0,7.0,0.0,0.0005,8.0,25.0,0.6,0.6166666666666666
128.0,1.0,0.1,0.005,32.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.2,0.0005,8.0,100.0,0.6,0.6166666666666666
128.0,7.0,0.3,0.005,32.0,25.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.01,16.0,100.0,0.6,0.6166666666666666
256.0,1.0,0.2,0.01,16.0,25.0,0.6,0.6166666666666666
64.0,7.0,0.0,0.0005,8.0,25.0,0.6,0.6166666666666666
256.0,3.0,0.1,0.0005,8.0,100.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.005,32.0,50.0,0.6,0.6166666666666666
128.0,7.0,0.0,0.0005,8.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.005,32.0,25.0,0.6,0.6166666666666666
256.0,5.0,0.3,0.005,32.0,50.0,0.6,0.6166666666666666
32.0,1.0,0.3,0.001,8.0,25.0,0.6,0.6166666666666666
32.0,1.0,0.1,0.001,8.0,25.0,0.6,0.6166666666666666
32.0,7.0,0.1,0.001,8.0,25.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.001,8.0,25.0,0.6,0.6166666666666666
256.0,3.0,0.2,0.001,32.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.01,32.0,50.0,0.6,0.6166666666666666
128.0,3.0,0.1,0.001,8.0,25.0,0.6,0.6166666666666666
128.0,5.0,0.1,0.001,8.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.001,8.0,25.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.005,32.0,100.0,0.6,0.6166666666666666
128.0,5.0,0.3,0.0005,16.0,25.0,0.6,0.6166666666666666
32.0,1.0,0.2,0.001,8.0,25.0,0.6,0.6166666666666666
32.0,3.0,0.2,0.001,8.0,25.0,0.6,0.6166666666666666
32.0,5.0,0.2,0.001,32.0,25.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.001,8.0,25.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.01,64.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.2,0.001,32.0,25.0,0.6,0.6166666666666666
32.0,1.0,0.2,0.001,32.0,25.0,0.6,0.6166666666666666
32.0,5.0,0.3,0.005,16.0,100.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.01,64.0,50.0,0.6,0.6166666666666666
128.0,5.0,0.2,0.001,8.0,25.0,0.6,0.6166666666666666
128.0,7.0,0.2,0.001,8.0,25.0,0.6,0.6166666666666666
128.0,3.0,0.3,0.0005,16.0,25.0,0.6,0.6166666666666666
32.0,3.0,0.1,0.01,32.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.005,16.0,100.0,0.6,0.6166666666666666
128.0,3.0,0.3,0.01,16.0,25.0,0.6,0.6166666666666666
64.0,7.0,0.0,0.01,32.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.2,0.0005,8.0,25.0,0.6,0.6166666666666666
64.0,5.0,0.3,0.001,32.0,25.0,0.6,0.6166666666666666
128.0,3.0,0.0,0.0005,8.0,100.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.0005,8.0,25.0,0.6,0.6166666666666666
32.0,1.0,0.3,0.0005,8.0,25.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.01,16.0,25.0,0.6,0.6166666666666666
64.0,5.0,0.0,0.005,32.0,25.0,0.6,0.6166666666666666
64.0,3.0,0.3,0.0005,8.0,25.0,0.6,0.6166666666666666
128.0,1.0,0.0,0.0005,8.0,100.0,0.6,0.6166666666666666
64.0,3.0,0.3,0.01,16.0,25.0,0.6,0.6166666666666666
64.0,3.0,0.0,0.005,32.0,25.0,0.6,0.6166666666666666
64.0,1.0,0.0,0.001,16.0,25.0,0.6,0.6166666666666666
128.0,3.0,0.3,0.0005,8.0,25.0,0.6,0.6166666666666666
128.0,7.0,0.3,0.0005,8.0,25.0,0.6,0.6166666666666666
256.0,1.0,0.3,0.0005,8.0,25.0,0.6,0.6166666666666666
32.0,5.0,0.0,0.01,32.0,50.0,0.6,0.6166666666666666
256.0,5.0,0.3,0.001,32.0,25.0,0.6,0.6166666666666666
32.0,7.0,0.0,0.01,32.0,50.0,0.6,0.6166666666666666
32.0,7.0,0.0,0.0005,8.0,100.0,0.6,0.6166666666666666
64.0,7.0,0.3,0.005,32.0,100.0,0.6,0.6166666666666666
64.0,1.0,0.0,0.001,8.0,25.0,0.6,0.6166666666666666
128.0,3.0,0.3,0.001,32.0,25.0,0.6,0.6166666666666666
256.0,5.0,0.3,0.01,32.0,50.0,0.6,0.6166666666666666
32.0,1.0,0.0,0.0005,8.0,100.0,0.6,0.6166666666666666
128.0,7.0,0.2,0.005,16.0,100.0,0.6,0.6166666666666666
32.0,5.0,0.2,0.0005,16.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.2,0.001,32.0,100.0,0.6,0.6166666666666666
128.0,1.0,0.3,0.005,16.0,10.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.01,8.0,100.0,0.6,0.6166666666666666
32.0,7.0,0.1,0.01,8.0,10.0,0.6,0.6166666666666666
64.0,5.0,0.0,0.001,16.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.1,0.01,8.0,10.0,0.6,0.6166666666666666
64.0,7.0,0.0,0.001,16.0,100.0,0.6,0.6166666666666666
256.0,3.0,0.0,0.01,8.0,10.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.01,8.0,10.0,0.6,0.6166666666666666
128.0,7.0,0.0,0.01,8.0,10.0,0.6,0.6166666666666666
256.0,3.0,0.0,0.005,8.0,50.0,0.6,0.6166666666666666
256.0,5.0,0.0,0.005,8.0,50.0,0.6,0.6166666666666666
128.0,1.0,0.0,0.001,16.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.1,0.005,8.0,50.0,0.6,0.6166666666666666
128.0,5.0,0.0,0.001,16.0,100.0,0.6,0.6166666666666666
64.0,3.0,0.0,0.01,8.0,10.0,0.6,0.6166666666666666
32.0,7.0,0.0,0.01,8.0,10.0,0.6,0.6166666666666666
128.0,5.0,0.3,0.001,16.0,50.0,0.6,0.6166666666666666
128.0,1.0,0.3,0.001,16.0,50.0,0.6,0.6166666666666666
256.0,3.0,0.2,0.01,8.0,100.0,0.6,0.6166666666666666
64.0,3.0,0.1,0.01,8.0,10.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.005,8.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.01,8.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.3,0.01,8.0,100.0,0.6,0.6166666666666666
128.0,1.0,0.0,0.005,16.0,50.0,0.6,0.6166666666666666
256.0,3.0,0.3,0.001,8.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.3,0.0005,16.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.0,0.005,8.0,50.0,0.6,0.6166666666666666
32.0,1.0,0.0,0.001,16.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.0,0.005,8.0,50.0,0.6,0.6166666666666666
64.0,3.0,0.0,0.005,16.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.0,0.005,16.0,50.0,0.6,0.6166666666666666
64.0,3.0,0.0,0.005,8.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.0,0.005,16.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.01,8.0,10.0,0.6,0.6166666666666666
128.0,7.0,0.1,0.01,8.0,10.0,0.6,0.6166666666666666
128.0,1.0,0.2,0.005,16.0,10.0,0.6,0.6166666666666666
128.0,3.0,0.0,0.005,8.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.3,0.001,16.0,50.0,0.6,0.6166666666666666
128.0,1.0,0.1,0.01,8.0,10.0,0.6,0.6166666666666666
64.0,7.0,0.1,0.01,8.0,10.0,0.6,0.6166666666666666
256.0,5.0,0.3,0.005,8.0,10.0,0.6,0.6166666666666666
64.0,7.0,0.3,0.001,16.0,50.0,0.6,0.6166666666666666
32.0,1.0,0.1,0.001,16.0,100.0,0.6,0.6166666666666666
64.0,7.0,0.1,0.005,8.0,50.0,0.6,0.6166666666666666
32.0,7.0,0.2,0.005,8.0,10.0,0.6,0.6166666666666666
256.0,1.0,0.2,0.005,8.0,50.0,0.6,0.6166666666666666
32.0,1.0,0.2,0.01,64.0,100.0,0.6,0.6166666666666666
256.0,3.0,0.2,0.005,8.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.2,0.01,8.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.3,0.005,8.0,50.0,0.6,0.6166666666666666
32.0,5.0,0.2,0.001,16.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.005,8.0,50.0,0.6,0.6166666666666666
128.0,5.0,0.1,0.005,8.0,10.0,0.6,0.6166666666666666
32.0,7.0,0.2,0.001,16.0,100.0,0.6,0.6166666666666666
32.0,5.0,0.3,0.005,8.0,50.0,0.6,0.6166666666666666
128.0,7.0,0.2,0.01,8.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.0,0.01,16.0,10.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.001,16.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.0,0.01,16.0,10.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.005,8.0,50.0,0.6,0.6166666666666666
64.0,3.0,0.3,0.005,8.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.1,0.001,16.0,100.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.005,8.0,50.0,0.6,0.6166666666666666
128.0,3.0,0.3,0.005,16.0,10.0,0.6,0.6166666666666666
256.0,5.0,0.1,0.005,8.0,50.0,0.6,0.6166666666666666
64.0,5.0,0.3,0.001,16.0,50.0,0.6,0.6166666666666666
128.0,5.0,0.1,0.005,8.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.001,16.0,100.0,0.6,0.6166666666666666
128.0,7.0,0.1,0.005,8.0,50.0,0.6,0.6166666666666666
256.0,3.0,0.1,0.005,8.0,50.0,0.6,0.6166666666666666
256.0,3.0,0.1,0.01,64.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.005,8.0,10.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.005,16.0,10.0,0.6,0.6166666666666666
32.0,3.0,0.1,0.0005,8.0,50.0,0.6,0.6166666666666666
32.0,1.0,0.2,0.005,8.0,50.0,0.6,0.6166666666666666
256.0,3.0,0.1,0.01,16.0,50.0,0.6,0.6166666666666666
256.0,5.0,0.2,0.005,8.0,10.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.001,16.0,50.0,0.6,0.6166666666666666
128.0,5.0,0.2,0.005,8.0,10.0,0.6,0.6166666666666666
32.0,7.0,0.2,0.005,8.0,50.0,0.6,0.6166666666666666
128.0,1.0,0.2,0.005,8.0,10.0,0.6,0.6166666666666666
64.0,5.0,0.3,0.0005,32.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.3,0.01,8.0,10.0,0.6,0.6166666666666666
32.0,3.0,0.1,0.005,8.0,10.0,0.6,0.6166666666666666
64.0,1.0,0.0,0.0005,8.0,50.0,0.6,0.6166666666666666
64.0,7.0,0.3,0.005,16.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.2,0.0005,32.0,100.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.001,16.0,10.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.0005,8.0,50.0,0.6,0.6166666666666666
32.0,1.0,0.3,0.0005,8.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.0005,8.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.3,0.01,8.0,100.0,0.6,0.6166666666666666
64.0,7.0,0.1,0.01,16.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.0005,8.0,50.0,0.6,0.6166666666666666
256.0,3.0,0.3,0.01,8.0,100.0,0.6,0.6166666666666666
128.0,3.0,0.3,0.0005,8.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.0,0.005,16.0,10.0,0.6,0.6166666666666666
128.0,7.0,0.3,0.01,8.0,100.0,0.6,0.6166666666666666
256.0,3.0,0.3,0.0005,16.0,10.0,0.6,0.6166666666666666
32.0,5.0,0.3,0.005,16.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.0,0.001,8.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.005,16.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.3,0.005,16.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.1,0.01,16.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.01,8.0,10.0,0.6,0.6166666666666666
128.0,5.0,0.1,0.001,16.0,10.0,0.6,0.6166666666666666
64.0,3.0,0.3,0.001,16.0,10.0,0.6,0.6166666666666666
64.0,5.0,0.3,0.001,16.0,10.0,0.6,0.6166666666666666
128.0,1.0,0.3,0.001,16.0,10.0,0.6,0.6166666666666666
64.0,7.0,0.0,0.01,16.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.001,16.0,10.0,0.6,0.6166666666666666
64.0,3.0,0.1,0.0005,8.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.0005,8.0,50.0,0.6,0.6166666666666666
128.0,3.0,0.2,0.001,16.0,10.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.001,16.0,10.0,0.6,0.6166666666666666
32.0,7.0,0.2,0.001,16.0,10.0,0.6,0.6166666666666666
128.0,1.0,0.0,0.01,16.0,50.0,0.6,0.6166666666666666
256.0,3.0,0.0,0.0005,8.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.01,16.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.0,0.0005,16.0,100.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.0005,8.0,50.0,0.6,0.6166666666666666
64.0,3.0,0.2,0.0005,8.0,50.0,0.6,0.6166666666666666
128.0,7.0,0.1,0.001,16.0,10.0,0.6,0.6166666666666666
256.0,3.0,0.2,0.005,16.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.2,0.005,16.0,50.0,0.6,0.6166666666666666
128.0,5.0,0.2,0.005,16.0,50.0,0.6,0.6166666666666666
128.0,5.0,0.0,0.001,8.0,50.0,0.6,0.6166666666666666
64.0,3.0,0.2,0.001,8.0,50.0,0.6,0.6166666666666666
64.0,3.0,0.0,0.0005,16.0,10.0,0.6,0.6166666666666666
128.0,5.0,0.1,0.005,16.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.0005,16.0,100.0,0.6,0.6166666666666666
128.0,1.0,0.1,0.005,16.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.0005,16.0,100.0,0.6,0.6166666666666666
32.0,7.0,0.1,0.005,16.0,50.0,0.6,0.6166666666666666
32.0,7.0,0.3,0.01,8.0,100.0,0.6,0.6166666666666666
256.0,5.0,0.2,0.001,8.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.001,8.0,50.0,0.6,0.6166666666666666
128.0,7.0,0.3,0.01,8.0,10.0,0.6,0.6166666666666666
128.0,5.0,0.3,0.01,8.0,10.0,0.6,0.6166666666666666
256.0,3.0,0.0,0.005,16.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.005,16.0,50.0,0.6,0.6166666666666666
32.0,5.0,0.2,0.005,16.0,10.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.01,8.0,10.0,0.6,0.6166666666666666
128.0,3.0,0.3,0.001,8.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.001,8.0,50.0,0.6,0.6166666666666666
64.0,3.0,0.3,0.01,8.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.2,0.001,8.0,50.0,0.6,0.6166666666666666
32.0,5.0,0.3,0.01,64.0,25.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.0005,16.0,10.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.0005,32.0,100.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.005,64.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.1,0.001,8.0,50.0,0.6,0.6166666666666666
32.0,5.0,0.2,0.0005,16.0,100.0,0.6,0.6166666666666666
32.0,5.0,0.1,0.001,8.0,50.0,0.6,0.6166666666666666
32.0,7.0,0.1,0.001,8.0,50.0,0.6,0.6166666666666666
32.0,5.0,0.3,0.0005,32.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.2,0.001,8.0,50.0,0.6,0.6166666666666666
128.0,1.0,0.3,0.01,8.0,100.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.001,8.0,50.0,0.6,0.6166666666666666
64.0,3.0,0.1,0.001,8.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.2,0.005,16.0,50.0,0.6,0.6166666666666666
128.0,1.0,0.1,0.001,8.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.005,16.0,10.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.001,8.0,50.0,0.6,0.6166666666666666
64.0,5.0,0.3,0.005,8.0,50.0,0.6,0.6166666666666666
32.0,7.0,0.3,0.001,16.0,10.0,0.6,0.6166666666666666
128.0,5.0,0.2,0.01,8.0,100.0,0.6,0.6166666666666666
32.0,3.0,0.1,0.01,8.0,100.0,0.6,0.6166666666666666
64.0,1.0,0.2,0.01,8.0,50.0,0.6,0.6166666666666666
64.0,7.0,0.2,0.01,8.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.01,16.0,10.0,0.6,0.6166666666666666
32.0,3.0,0.0,0.001,8.0,10.0,0.6,0.6166666666666666
32.0,5.0,0.1,0.01,8.0,100.0,0.6,0.6166666666666666
64.0,7.0,0.0,0.005,16.0,100.0,0.6,0.6166666666666666
64.0,7.0,0.3,0.01,16.0,10.0,0.6,0.6166666666666666
128.0,1.0,0.2,0.01,8.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.0,0.001,32.0,100.0,0.6,0.6166666666666666
128.0,3.0,0.0,0.005,16.0,100.0,0.6,0.6166666666666666
128.0,5.0,0.0,0.005,16.0,100.0,0.6,0.6166666666666666
256.0,1.0,0.2,0.01,8.0,50.0,0.6,0.6166666666666666
256.0,1.0,0.0,0.005,16.0,100.0,0.6,0.6166666666666666
256.0,7.0,0.2,0.01,8.0,50.0,0.6,0.6166666666666666
32.0,1.0,0.3,0.01,8.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.3,0.0005,8.0,10.0,0.6,0.6166666666666666
64.0,5.0,0.0,0.001,8.0,10.0,0.6,0.6166666666666666
128.0,3.0,0.2,0.01,8.0,100.0,0.6,0.6166666666666666
32.0,7.0,0.2,0.01,8.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.01,16.0,10.0,0.6,0.6166666666666666
64.0,3.0,0.1,0.001,16.0,50.0,0.6,0.6166666666666666
128.0,1.0,0.1,0.01,8.0,100.0,0.6,0.6166666666666666
128.0,1.0,0.1,0.01,8.0,50.0,0.6,0.6166666666666666
128.0,5.0,0.1,0.01,8.0,50.0,0.6,0.6166666666666666
128.0,7.0,0.2,0.01,16.0,50.0,0.6,0.6166666666666666
128.0,7.0,0.1,0.01,8.0,50.0,0.6,0.6166666666666666
256.0,3.0,0.2,0.01,16.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.01,8.0,100.0,0.6,0.6166666666666666
256.0,1.0,0.1,0.01,8.0,50.0,0.6,0.6166666666666666
256.0,3.0,0.3,0.001,16.0,100.0,0.6,0.6166666666666666
256.0,3.0,0.1,0.01,8.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.1,0.01,8.0,50.0,0.6,0.6166666666666666
256.0,7.0,0.3,0.001,16.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.0,0.005,16.0,100.0,0.6,0.6166666666666666
32.0,1.0,0.1,0.001,16.0,50.0,0.6,0.6166666666666666
64.0,3.0,0.3,0.01,8.0,50.0,0.6,0.6166666666666666
32.0,3.0,0.3,0.0005,8.0,10.0,0.6,0.6166666666666666
64.0,5.0,0.3,0.01,8.0,50.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.005,16.0,100.0,0.6,0.6166666666666666
64.0,1.0,0.1,0.0005,8.0,10.0,0.6,0.6166666666666666
128.0,1.0,0.1,0.005,16.0,100.0,0.6,0.6166666666666666
256.0,3.0,0.0,0.001,32.0,100.0,0.6,0.6166666666666666
